Active User,Passive User,yes_vote
15477,36267,1
58625,11072,0
15703,20167,0
35425,12862,1
573,53442,0
2160,21008,1
4359,1956,0
41802,20192,0
8673,56472,1
45285,2352,0
9713,24553,1
5460,3153,1
15042,3824,1
34705,17280,0
927,12836,0
20518,25121,0
11301,10918,0
53616,58867,1
36278,32907,1
20948,10263,1
52070,50411,0
48624,7391,0
2065,48697,0
52189,14495,1
54160,13750,1
28021,59936,0
2041,47153,0
45669,53254,1
16675,16766,1
38137,29720,0
44165,24691,0
33453,42624,1
55746,29316,0
10143,11112,0
50879,40119,0
26865,8137,1
42467,36700,0
25516,21043,0
15624,46365,1
25798,7131,0
53850,29042,1
23243,3493,0
43920,51921,1
17331,23865,0
42666,41940,0
9187,27394,0
43037,59367,1
54907,32702,0
58491,3873,1
24206,26902,0
7302,56344,0
43141,27071,0
23389,27464,1
34436,2593,0
2438,45400,1
30801,40320,0
2084,59383,1
33606,16229,0
45239,41027,1
7822,19354,0
50332,11978,0
41719,6068,1
24737,57835,0
16128,22355,1
52525,45105,1
50556,56725,0
31469,49638,0
12404,32433,0
4486,8453,1
45394,13042,1
39489,36007,1
44865,23129,0
22148,8097,0
30893,33773,0
51515,15402,0
11165,49764,0
21652,19164,1
11467,31429,0
13420,52851,1
30181,40992,0
28658,8984,1
49892,14508,0
15249,33078,1
59000,27671,1
58227,38674,0
49973,1919,1
42320,50727,0
35817,36803,0
27219,52049,1
56219,53462,0
31092,59318,0
31194,27773,0
28630,20248,0
35434,9665,1
20724,39674,1
31164,178,0
20144,2252,1
55998,44120,0
37446,3449,1
29798,30394,0
21858,1391,0
34567,6515,0
18280,27550,1
36285,26829,1
21705,33973,0
46763,38310,1
27142,27249,0
40206,57463,1
52453,46361,0
11537,58436,0
9266,18232,0
28794,33801,0
41644,9131,0
48880,37187,1
48373,2941,0
47459,41431,0
52504,29916,0
14723,26741,1
17271,41803,0
35724,15540,0
41946,47112,0
45515,1473,0
50330,53828,0
16792,34581,1
26071,11940,0
38102,44820,0
7062,24975,0
2888,18211,1
10317,1774,0
47144,48936,0
15197,15753,1
6658,13219,0
17527,13552,1
41772,58373,0
12103,33611,0
28797,35655,1
26074,12441,0
41778,5128,0
11642,10302,0
56730,31753,0
52112,25308,1
50013,58724,0
52413,8167,1
40053,3415,0
21870,13601,0
27588,15947,0
34234,10195,0
55452,21085,0
58458,21463,1
44852,50210,1
21540,55803,0
14443,59300,1
21309,32357,0
47077,22715,0
50457,7943,1
8434,36468,1
50431,34003,1
818,42580,0
24008,21794,0
40238,54338,0
7731,57738,1
44514,43726,0
51487,34043,1
41944,6967,0
11732,48013,0
52746,7281,0
6531,41931,1
39926,38615,1
40607,38363,1
36987,36160,0
9130,33110,1
48869,6506,0
50268,48921,0
3491,37651,0
48339,37029,0
31309,32039,0
14481,47512,0
11381,13249,1
22584,5917,1
5696,56636,1
10242,12715,1
47373,656,1
9723,59914,1
54652,43120,1
1540,48034,0
56569,54818,0
26716,56015,0
6056,31412,0
931,38022,1
59872,15817,1
18619,18802,0
1719,18107,0
52416,57929,1
26606,37363,1
45115,7488,0
989,25669,0
37905,901,0
46437,30736,0
24769,40673,0
25344,16511,0
26196,17274,0
39860,27009,0
47936,21760,0
21114,55481,0
23410,59919,1
18516,4517,0
55732,50078,1
37810,31505,1
47533,4363,1
47784,36663,0
12167,17309,0
27877,34151,0
24163,6354,1
54862,22171,0
8391,18619,1
40356,847,0
29148,9629,0
31213,3625,1
54232,47526,0
47827,607,0
21829,26776,0
7613,14914,0
34747,13496,0
26591,18462,1
57249,33531,0
47298,15280,1
23978,35751,0
50169,25735,1
18299,2165,0
49350,17308,1
48304,9384,0
35697,23440,0
31859,17757,0
31689,57037,1
25988,10939,0
38027,53637,1
28891,50753,1
25031,22151,0
41320,19926,0
21246,53662,0
21496,32527,0
16722,16733,0
57930,19528,1
2373,31838,0
5513,40233,0
57576,20519,1
52907,33302,0
7639,35693,0
25899,30011,1
11723,27091,1
21257,56187,1
5474,55971,0
34131,30374,0
291,51517,0
24871,37176,0
886,3828,1
32734,43148,0
51324,28074,1
39867,41260,1
42988,31033,1
38000,32023,0
38358,39533,0
16368,27978,1
39565,41817,1
31987,27094,1
46706,19446,1
50110,4086,0
30334,29131,0
18120,35277,0
88,46337,1
35607,56076,0
6438,9312,0
30110,37965,0
10917,54964,0
7142,50419,0
3968,36472,1
23633,51530,0
43010,3445,0
45372,11723,0
24019,20301,0
28088,4345,1
17346,52421,0
10987,48928,0
41368,52577,0
47451,43755,0
56488,43780,1
59481,56508,1
11927,32386,0
6569,2031,1
34417,46752,1
12486,31418,1
56444,49800,1
59183,52987,1
56222,49500,1
49563,25111,0
11648,10262,0
14239,10809,1
50286,15244,0
4280,21030,0
2207,44055,1
50891,16586,0
32690,33159,0
31423,8968,1
51093,58973,0
48408,41407,0
2620,52035,0
12471,26477,0
39968,9794,0
31749,4696,0
12176,36025,1
13626,1885,1
2720,46649,1
3943,27414,0
53125,54027,1
59741,9126,1
50907,47536,0
33904,7108,1
17331,58186,1
6912,28632,1
38137,26219,0
44917,19244,0
494,33927,1
28374,34259,1
47520,6505,0
36655,54496,1
59537,3309,0
22192,31529,0
22630,28293,0
39420,30214,0
38690,24148,0
1273,42114,0
7315,8740,0
14837,25255,1
12177,36701,0
1712,37194,0
43453,48619,1
43186,55934,0
14554,49093,0
31529,29956,0
21948,17956,0
56575,51994,0
18893,5091,0
1215,45481,1
9311,20218,1
14986,33473,1
15623,16822,0
41333,15456,0
7838,20245,0
577,48601,1
48976,24456,0
42215,41702,1
18814,23791,1
50690,6294,1
47153,50881,1
8387,24518,0
24412,24692,1
25373,54521,0
15483,22373,1
42198,3580,0
31254,54120,0
11639,25523,0
54660,35330,0
39320,49664,0
46844,29263,0
37137,50694,0
34803,11283,0
27590,38686,0
41451,15508,0
48625,31574,0
54186,28219,0
14272,10943,1
25600,50200,0
13143,7560,0
16761,47823,0
10349,52224,1
38989,29375,1
41969,47182,1
52306,6828,1
59287,25128,0
16183,33924,1
57640,30614,1
18619,20089,0
43389,11979,1
19611,42989,0
9936,3101,1
45980,51315,1
22735,34844,1
59867,24905,0
15037,4038,0
36075,21356,0
30095,22298,0
36912,23243,0
25081,5607,0
52266,8123,1
28809,34604,0
29445,24238,0
40983,14156,1
19476,28379,1
51169,58972,0
5256,29344,1
18477,14086,0
47546,2548,0
31421,52774,1
16013,5634,1
55945,37716,0
10451,57041,0
10824,45083,0
19491,44170,0
16519,26299,1
10329,53872,0
10860,3784,0
18369,57206,0
59609,42870,1
4564,5286,1
43921,13050,1
17163,21522,0
26208,10108,1
24944,40274,1
31318,31716,0
18642,55866,0
48980,11864,0
14533,10570,0
13278,6447,1
500,33855,1
56754,42661,1
47857,13813,0
41152,36997,0
19923,48604,0
54265,11368,0
41681,2803,1
57343,6948,1
59700,10195,1
7999,20689,1
33267,581,0
26518,58899,0
19491,52176,1
43150,12244,1
43665,5329,0
52523,22395,0
21295,58875,0
41740,33040,0
27530,11482,1
40766,41293,1
23827,29398,1
45321,29080,0
16300,48926,0
36700,2475,0
59372,33194,1
8899,15633,0
29521,53406,0
8929,31928,0
55575,9312,0
6100,5329,0
16311,47742,0
50667,54767,0
28433,1825,0
39935,47223,1
33255,30481,0
32011,25911,0
21075,2655,0
21898,39028,0
54272,59923,0
19600,35943,1
43787,53613,1
56373,31594,1
20676,15172,0
8134,22743,0
35763,49650,1
41663,50823,0
37143,21720,0
11856,52788,1
32878,54235,1
53991,3451,1
28789,52861,0
6632,47200,1
39715,57878,1
1964,19222,0
49743,35272,0
23598,2499,1
45801,34981,1
8944,2640,1
27227,4520,0
36793,20623,0
33834,39725,0
21505,20697,0
38549,52966,0
43258,33461,0
53489,1106,1
11992,29972,0
24981,10524,1
8664,3629,0
4661,29296,0
12274,8547,1
17122,12778,1
5480,42280,0
52407,5189,0
58920,54353,1
59695,20913,0
34713,27105,1
24216,4011,0
39106,49997,0
57974,1523,1
35922,15000,1
53468,23126,0
44451,2133,0
16400,24093,0
35264,10576,0
9613,10393,0
15245,51069,0
56441,36031,1
47316,36075,0
26943,43520,0
54614,22780,0
18385,58820,1
56190,40100,0
30986,50577,0
41089,29616,1
49534,43056,0
23883,56664,1
54239,24936,0
48600,1133,1
16366,43350,0
31407,42042,1
25417,15633,0
24300,52001,1
14676,2688,1
11284,10721,1
2370,14308,1
49627,31336,0
59896,55532,0
43278,25391,1
1545,34670,1
51852,18092,1
25434,41612,1
18803,1273,1
2564,7193,0
51177,30179,0
43358,40618,0
3973,51651,1
56597,17142,0
57300,30049,0
16197,40487,1
6262,23171,0
3726,53126,0
11571,57575,0
32624,46730,0
1144,22829,0
25122,16860,0
14271,24254,0
14785,28232,1
48848,11809,0
5868,19896,0
18952,51018,1
54199,2566,0
37876,24565,0
30107,48707,1
50894,20,1
40147,36823,0
164,50678,1
54049,22380,0
2764,8459,0
55894,34576,0
56632,3347,0
14938,8616,1
16017,48405,0
33687,28842,1
54368,17677,0
32240,36282,0
39116,8932,1
16837,57071,1
26111,20328,0
54525,35184,0
21037,48934,0
1128,140,0
46091,34545,1
1887,20415,0
31972,56571,1
53435,41315,1
41457,52604,0
25286,49658,1
1886,567,0
15081,4383,0
35583,44218,0
3421,6253,0
43771,33255,1
4858,25839,0
54822,30039,1
42841,30526,0
8479,23484,0
12162,11428,1
25880,48033,1
16033,36668,1
32169,44729,0
51669,9515,0
51577,30232,0
48699,5962,0
7053,35625,0
25429,17112,0
48929,47310,0
58133,35790,0
6580,27057,0
53427,22594,0
16350,49852,1
37457,22547,0
20277,53131,1
33835,29148,1
40043,8038,1
22081,53925,1
29652,23736,0
39076,8897,0
10460,40461,0
27208,46719,1
31362,49362,1
46384,323,0
2950,58398,0
58487,45081,1
59400,46849,1
45585,44990,0
4023,18981,0
52155,15589,0
50043,34854,0
33587,27799,0
32726,3905,1
58829,4889,0
48230,55740,1
11316,8055,0
31074,59860,0
16597,27607,1
40227,25521,1
8935,49456,0
29687,7309,1
20040,2387,1
24721,31177,0
48205,45334,1
9359,54450,0
34831,9434,0
57183,32837,1
37946,42986,0
38150,51070,1
25238,648,0
10601,57928,0
41910,54928,1
16098,2104,0
12515,11864,1
19377,57254,1
55518,42166,1
31197,5431,1
6851,20854,0
12254,42180,0
9032,24113,0
31638,446,1
10310,53815,1
33099,282,0
31323,58030,1
1537,53986,1
42214,29462,0
20891,36141,0
11879,17028,0
4542,45705,1
133,18450,0
22781,59827,1
31832,57271,1
45422,7439,1
18839,13306,0
27621,11242,1
16994,13195,0
37203,36874,1
3773,395,1
15022,43248,1
1413,51582,1
42316,42840,1
32468,40435,0
22677,53718,1
22234,4542,1
27434,45139,0
45104,27796,1
47998,26336,0
27094,48502,1
11988,52412,0
36821,51261,0
8983,4848,0
53780,33781,0
26120,50370,0
25631,44674,0
52836,17769,0
13927,31629,1
33686,17979,1
58065,35959,0
50134,25761,0
160,51131,0
47779,42147,0
46902,8580,0
41077,35826,1
54959,35863,0
31197,38330,0
38016,46143,0
21226,16199,1
40767,40646,0
22482,323,1
43889,15828,1
38120,32240,0
15979,32550,1
4154,53394,0
51323,26090,1
32101,20295,1
34805,58073,1
26147,41392,0
24216,44453,1
11319,49605,0
40801,26738,0
17625,56877,0
27870,44283,0
12322,3949,0
12263,59001,0
51276,9959,0
11221,7508,0
59199,30888,1
26324,15922,0
33191,57775,0
33961,37229,1
1204,32125,0
42207,36944,1
52340,26857,1
13330,5843,1
7898,36174,0
28478,29869,1
26298,33564,0
40379,14152,0
53057,11855,0
34016,40338,0
42063,41440,1
32326,2366,1
35839,27516,1
17971,49034,1
46200,5909,1
46926,42383,1
32202,16922,0
58659,21770,0
13138,51557,0
21667,43489,1
21875,44314,0
38204,44038,1
43391,47268,0
58722,39853,0
45203,53863,0
48414,13117,1
56626,47843,0
37544,18175,0
45055,5710,0
16202,46856,0
23511,39372,0
51628,50605,0
48165,30241,0
34346,47226,1
11078,10811,0
54439,29454,1
55447,4232,0
21756,53081,0
1317,26178,1
55620,24191,0
56180,53516,0
47952,915,0
54836,2847,0
32482,15860,0
43933,54944,0
15642,25172,0
43211,49788,1
20590,38334,1
26055,50721,0
41093,27008,0
140,43407,0
10984,42606,0
55760,40570,0
37952,57177,1
47707,40792,0
52265,17983,1
646,34239,1
37059,53104,1
56582,49753,1
55390,13859,1
58515,39795,0
28077,41656,1
12754,9944,0
40508,54700,0
31881,23102,0
41869,54378,0
35604,13182,1
24420,27671,1
58056,13579,0
45859,15422,0
23852,11400,0
46484,37790,0
11241,24733,1
7920,27624,0
2935,35963,0
1395,33122,0
55060,9727,1
22362,55746,0
37078,42901,0
45049,23143,0
5626,20725,0
44713,15569,1
6245,34038,1
19445,59475,1
47637,1391,0
15358,223,1
40335,22122,1
34188,2616,1
22372,37032,0
23789,27738,1
43865,26326,0
41206,49752,1
39831,43250,1
50626,2552,0
26611,22548,0
35957,51251,1
31896,53871,0
45529,8178,0
10201,4326,0
19249,21614,0
57435,49805,0
28845,12443,1
56623,18971,0
22410,56587,1
29861,12239,0
45303,32328,0
22592,9339,0
28358,59802,0
55525,38342,0
8714,42681,0
50801,19911,0
45990,19467,0
5373,29340,1
50474,22646,0
49087,54777,1
12681,50543,1
13283,19908,1
35031,39236,1
247,8604,0
57494,45129,0
25053,50401,0
36927,42694,0
34117,54089,1
56537,40783,0
1906,36116,0
36317,36877,1
54884,51117,0
12072,57842,0
11952,8794,1
30974,17925,1
20357,29199,1
30521,21033,0
20206,30323,1
10527,36184,1
32931,22251,0
30161,33946,1
44271,20357,0
17362,40619,0
53096,24188,0
8944,55239,1
28035,34943,0
26921,51126,0
43914,33773,0
19028,37084,0
59400,36349,0
9977,36963,0
2283,52341,1
57299,2116,0
18884,59485,1
34698,7553,1
38734,18545,0
20393,20005,0
54829,23323,0
52291,7300,1
23284,48930,1
21051,2366,0
9525,12877,0
57675,15818,0
38509,46401,0
30544,29456,0
15789,9378,0
23271,8608,1
19728,2766,0
45282,44563,0
26989,46331,1
38689,13490,0
27564,57913,0
40897,849,0
20637,35704,0
33716,43034,0
51441,13689,0
56611,35187,0
2936,55738,0
35204,52986,1
11678,39629,1
1503,2974,0
16668,29341,0
50027,13964,0
39334,54604,1
47315,43354,0
12437,5162,0
17315,52736,1
49398,48296,0
42850,30114,0
1922,4074,1
22869,39018,0
34312,43218,1
31930,33245,0
19847,14304,0
45957,56606,1
7103,12089,0
59598,6483,0
18296,22871,0
47445,44363,0
35228,2714,0
40720,16635,0
57146,25333,0
18115,40254,0
13940,46515,0
13565,9627,1
40725,13403,0
39492,50258,1
46540,27828,0
2169,32257,0
50968,16998,0
31577,39200,1
56298,35176,1
22411,22020,0
8829,30277,1
3994,57959,1
21164,44901,0
41906,58874,0
36779,22918,0
9410,46672,0
15040,5930,0
34075,23186,1
22628,46758,0
37558,25173,0
28461,12580,0
26179,3299,0
31922,5357,1
32717,29806,0
22938,17464,0
31590,35985,1
32202,5303,0
1146,14661,0
8514,29671,1
17695,23570,1
45909,28449,0
29289,5995,0
40483,34835,1
38961,18494,0
50032,17395,1
18061,41506,1
9584,27515,0
28321,29344,0
16459,5383,0
31634,56600,1
28281,24737,1
31219,51512,0
42445,17341,0
24122,43845,0
36069,32136,0
53434,42371,1
54670,3665,0
3939,59130,0
52395,11847,1
22458,29276,0
27566,5207,1
669,52000,0
50448,42911,0
3937,42996,0
54761,18169,1
13633,40207,1
24855,58168,0
27848,57105,0
31119,415,0
35203,11308,1
48687,23409,1
4580,15206,1
3338,3025,1
51775,36723,1
23919,3605,1
43920,29792,1
57342,3302,1
45370,1916,0
21657,34990,0
36948,52225,0
49793,9269,0
25552,72,0
5668,15213,1
9197,13958,1
50934,31413,1
7619,54356,1
3228,30912,1
37290,28143,1
1504,53624,1
39252,18205,0
23724,21464,1
4835,38946,1
14062,57697,1
42699,26301,0
24166,41434,0
49850,23480,0
47057,14780,0
28873,10923,1
12909,29510,1
43467,12044,1
25148,6412,1
22825,39691,0
9748,30158,1
49107,917,0
57674,20290,0
39083,5878,1
43499,12319,0
37278,13963,0
43078,14402,0
2925,53434,0
49862,30418,1
45609,28557,1
26468,59909,1
51877,49157,0
58877,59598,0
44228,50262,1
55626,43473,0
34903,35930,0
39702,58661,0
6760,50247,1
9827,279,0
49688,47399,1
13346,48486,1
40367,5141,1
30983,10311,1
5623,22002,1
28426,654,1
5288,24227,0
22897,17917,0
9264,48106,0
15091,1653,1
48572,16400,0
17838,19757,1
41715,35304,1
48967,44741,0
12549,41163,1
58806,23239,0
43057,6330,0
1902,31391,1
34040,13958,0
43387,24331,0
29077,12861,0
33558,4143,1
44701,20348,0
14013,51231,0
23213,49917,1
42700,35314,0
9142,31674,0
44874,28380,1
11226,12141,1
28755,4596,0
57812,59113,0
8149,3670,0
52200,46085,0
56383,57189,0
26799,18736,0
27272,4985,0
22959,46846,0
1111,41541,1
36924,20366,1
20255,25086,1
19137,9141,0
41256,51176,1
41333,52802,0
5667,20859,1
54703,58620,0
49737,4389,0
26716,10851,1
22645,41735,0
24180,6005,1
17552,5980,1
3121,59542,0
8758,10184,0
25667,33854,0
45664,3004,1
47715,53934,0
52417,17381,0
47346,40830,0
48690,46817,1
32529,1106,0
44658,56979,1
24186,19878,0
1398,51064,0
29241,35386,0
2351,19193,0
41708,34615,1
38150,54967,0
7037,14002,0
967,4209,1
41613,41542,0
8795,28761,1
19303,4065,1
31917,57286,0
53106,51125,0
48949,32396,0
47228,57382,0
19999,22586,0
27653,37621,0
2542,32856,0
6567,37479,0
59057,11345,0
12030,34403,1
27358,55121,0
38934,58472,1
9015,37545,0
25827,46951,0
10427,35067,0
47374,50277,0
35774,35746,0
31352,30295,1
41982,40353,0
34994,9339,0
19595,38034,0
29743,46908,0
28153,12859,0
54837,15247,0
36295,37270,0
46149,51548,1
26337,31510,1
25311,4490,1
44393,39603,1
25875,25038,1
47526,12004,1
41040,47649,1
25613,43693,0
714,53465,1
27232,25614,1
44435,46680,0
9600,17871,0
30842,27211,1
50995,49915,0
39520,13493,0
45205,34327,0
19793,4159,0
37901,1020,0
348,17089,0
15643,2387,0
10499,41185,1
18422,51312,1
25894,1109,1
31862,25719,0
59232,26603,0
6102,41047,1
14331,54743,1
33899,35521,0
49633,37968,0
28534,4731,1
33074,31901,0
11126,17326,0
30585,48248,1
56210,53523,0
44154,7564,0
5309,50760,1
56370,23803,0
45836,8883,1
14343,48619,0
37408,51508,1
39019,50689,0
27526,45168,0
55139,55877,1
58324,55527,1
19595,6790,1
47827,58625,0
18884,11487,1
52571,992,0
37108,3212,0
20742,6209,0
38196,32509,1
19819,14986,0
7953,4605,1
24983,51782,0
57205,59730,0
59855,12316,0
7243,25026,0
15767,36365,0
38865,2295,1
35509,5365,1
40015,23080,0
25813,20205,1
55331,53542,0
9345,306,1
2800,19965,1
6067,47234,0
58832,45345,0
12142,51012,1
29728,8380,0
12505,56298,0
43482,54065,0
51518,50735,0
13768,53802,0
56468,2616,0
1231,51458,1
51568,11892,0
25637,3833,0
49795,18781,1
13726,43300,0
39872,10204,0
32781,56642,1
29489,18619,0
8123,57098,0
5944,22065,0
2630,34852,0
27771,14012,0
24332,6236,0
22623,25590,1
40007,59831,0
21840,25111,0
37116,39093,0
33620,54201,1
56127,35291,0
7254,47706,1
33966,42335,0
30736,11551,0
3999,47477,1
26638,54759,1
35360,20576,1
21807,7035,0
29314,49471,0
1117,35964,0
57629,43807,0
2002,50883,1
49885,35924,1
32795,14552,1
33001,1420,1
42556,53627,0
6919,46280,0
42963,19239,1
38834,1285,0
32193,2247,0
5982,48810,1
27590,33467,1
14312,36930,1
53719,28198,1
940,54471,0
34102,7203,1
3245,52812,1
36296,45773,0
47877,20738,0
5357,10459,0
52657,54567,1
25043,15509,0
15569,4615,0
14599,35201,1
18169,39460,1
43795,34755,0
58462,47707,0
17269,45726,1
28389,18303,1
2972,58135,0
5648,51651,0
16652,48052,0
57635,28195,0
48114,38554,0
27467,10878,1
18540,31906,0
41871,9646,0
58837,49538,1
23575,58432,1
3686,11177,0
25987,52351,0
32798,27386,0
18443,45219,0
56123,35107,0
59523,27699,1
8796,25867,0
4075,33527,0
24553,412,0
9152,3590,0
22914,35965,1
53679,26289,0
40587,21583,1
12073,46580,0
9459,15228,0
24370,59183,0
17888,25534,1
58113,55950,0
8108,33326,0
17749,43516,0
22254,25256,1
9003,17229,0
10085,36090,0
30012,7832,0
8387,25102,1
36021,56232,0
24485,44513,0
6868,41480,1
56080,43400,0
28232,16931,0
54334,44273,1
30284,58433,1
2171,13437,1
32864,29878,0
1633,8233,0
18106,7496,1
47816,52923,1
13447,59817,1
59787,14723,0
40119,13374,0
39422,57880,1
59525,21256,0
55646,59873,0
23495,7626,1
3653,28517,0
34221,29145,0
47572,45329,0
44399,29503,1
17078,11686,0
33510,53318,1
37767,33401,1
34474,23667,1
616,32821,0
10206,13260,0
4696,9086,1
6183,51415,0
43675,19825,1
50388,9937,1
12103,11032,0
39134,48037,0
17130,23186,0
29486,57336,0
20832,27294,1
23083,57881,0
11370,2864,0
56047,29215,0
41444,41685,1
53017,45064,0
5303,41599,0
36515,30136,0
16468,10729,0
55260,29701,0
21874,32146,0
38305,25528,0
31513,44661,1
29863,28868,1
43067,3810,1
50365,38328,1
29091,17995,0
53232,56091,0
30310,50836,0
57469,41595,1
38262,47817,0
4981,53438,1
13590,55492,1
47499,35076,0
38995,30896,0
45986,32941,1
25391,15069,0
11528,19695,0
46830,35376,0
38988,10092,0
51555,15479,1
11472,32688,1
47246,28939,0
7220,9034,0
11180,50029,0
38996,16345,0
54977,6930,0
2428,17100,0
30668,52728,1
4818,28656,0
16741,16078,1
48983,26848,0
33008,56245,0
27080,21112,1
54775,43217,1
34888,47937,0
45265,10390,0
25487,43092,1
54918,5967,1
31300,55754,1
4781,39654,0
56991,9272,0
58383,10901,1
59856,9367,1
41814,26510,0
24179,52260,1
19736,25889,0
13241,35427,0
12753,812,0
37635,45031,1
12075,39562,0
42957,23365,1
22393,15116,0
1703,30236,0
1568,41841,1
14085,22325,1
57871,23890,1
57987,55062,1
51375,26768,0
27305,12474,0
32117,59760,0
8367,3714,1
44142,31567,0
2339,39319,0
38338,10920,0
41351,24004,0
26261,49441,0
32886,14272,1
7929,25041,0
43328,19119,1
17612,1575,0
7846,30170,1
8093,21021,1
4402,56252,1
56069,51169,1
38594,48223,0
38412,19131,0
26271,56891,0
36419,40144,1
10183,51297,1
58381,20269,1
34903,21815,1
9170,5346,1
54879,19239,0
4071,21659,0
25155,56664,0
4857,10513,1
6517,50515,1
29770,39640,0
36215,18881,0
54713,26560,0
12002,19952,0
39766,55989,1
51191,14718,0
3055,50664,0
58586,46870,0
17661,14431,1
23612,33108,0
17208,26382,0
2960,11385,0
9382,15165,1
10560,11609,1
15183,57661,0
20738,31431,0
32977,7684,0
1247,25464,1
56753,48650,0
40159,29439,1
29816,56259,0
13922,58581,0
15563,21198,1
4741,20446,1
30362,9298,1
19098,55138,0
44286,3457,1
12535,33987,1
8056,11090,1
52370,24187,0
16962,52152,0
15267,20789,1
22159,41949,0
27269,12438,1
47151,9454,0
41208,15650,0
7922,18022,0
33026,380,0
15771,24202,0
53697,18154,1
58672,47264,1
25863,48033,1
42419,34123,0
7045,2664,0
55352,40995,0
24970,3372,1
35669,9636,0
9752,9464,1
22417,49295,0
5330,45257,0
13853,30877,1
5202,32301,0
59898,25309,0
8736,42995,1
53006,32251,1
58947,59886,1
30706,57482,0
19639,11227,0
3533,26936,0
21696,248,0
28629,54073,0
9712,15999,1
41810,43420,0
54700,25485,0
27352,53888,0
48372,45729,0
32107,52504,0
42688,41376,1
23358,27354,0
50275,9009,1
16344,14329,0
53234,57925,0
34943,58807,0
50540,36977,0
48372,55144,0
57000,24365,0
47847,42150,0
34085,47870,0
21417,44603,1
49930,8075,0
44143,22612,0
15120,2972,0
40156,56566,0
166,39893,1
30704,9604,0
3796,13163,0
18491,11468,0
15756,2263,0
44258,35243,0
47356,53146,0
5031,34530,0
43641,15701,1
54841,16073,0
48968,59868,0
26457,57833,0
30298,42858,0
7778,31834,1
18827,48851,0
14094,47156,1
49515,55814,0
49581,1486,0
17974,32684,0
57105,37034,0
11950,27284,0
55695,41845,1
32040,9331,1
21554,18681,0
18677,35762,0
12815,9607,0
19244,39818,1
11682,58775,0
7377,49918,1
45131,41969,0
44072,3076,0
51747,39187,0
26029,17812,0
21753,27120,1
3083,29381,1
34217,26178,0
59763,26315,0
16305,43221,0
20469,13356,1
20994,2564,0
29701,3763,0
28259,36431,1
42891,529,0
2192,39977,1
33431,46903,1
4826,49438,1
39605,24978,0
23809,52728,1
18055,34200,1
44022,42458,0
56619,2893,1
20563,52987,0
41425,1836,1
39567,48851,1
4449,35982,1
32793,38909,0
53439,25541,0
48800,26551,0
47922,51123,1
22712,41379,0
52053,42251,0
42323,46692,0
59772,25700,0
43505,50721,1
2763,20872,0
40435,8961,0
47594,30754,0
1294,21879,0
59154,25563,1
19693,51783,0
4281,37602,0
34844,58467,0
48479,5805,0
6026,17339,0
11780,27893,1
2380,56997,0
53938,38341,1
53061,37421,0
13656,23787,0
5013,51387,0
7486,31794,0
27557,32530,0
47727,45329,0
49969,41594,0
584,56390,0
50400,15552,1
20875,8993,0
35860,2731,1
56421,30790,0
9922,26600,0
25802,24057,0
42223,8248,1
53656,44797,1
11078,49629,0
34353,13925,0
29355,10877,0
3881,9465,0
53273,26347,0
41818,35508,0
12795,24499,0
8906,21329,0
21438,49143,0
28482,49105,1
56997,1628,0
59588,24240,0
33363,2606,1
33233,31773,0
42216,41656,1
15109,59292,0
8406,34973,0
49754,2319,0
55331,49731,1
23636,1353,0
24070,41601,1
36050,41780,0
37905,54001,1
44075,23370,0
41891,13099,0
49437,51554,0
639,7353,0
54035,49137,0
9350,2165,0
23403,26875,1
9689,1167,0
19071,1349,0
4521,3103,0
35281,20576,1
47679,34862,1
52429,3444,0
38167,29966,1
42928,49817,0
33547,36283,0
37043,19397,0
4050,38323,0
26669,42029,1
6456,52747,0
41111,46742,0
29952,14512,1
23509,4502,0
33150,18739,0
53982,2714,1
20415,39015,0
17649,8293,1
4056,49703,0
34372,44075,0
55324,36050,0
57979,44088,0
7272,19134,1
51482,8844,1
58350,17529,1
23890,31996,0
35239,7031,0
7116,18019,1
6733,50707,0
55690,6668,0
44911,2275,0
18976,49287,1
9838,27001,1
33980,25881,0
21350,57667,1
30432,54724,1
33260,19355,0
42665,54853,1
41617,46455,1
48464,27799,0
45918,4124,0
44412,8637,0
50018,51170,1
35038,40631,0
18566,11427,1
2705,38630,0
32203,50123,0
17627,35831,0
58976,4395,1
11242,16184,0
38594,30954,0
54456,56865,1
5456,29042,1
575,54748,0
59279,47057,0
33594,11831,1
17871,50362,0
46085,17467,1
41383,30618,0
56670,56848,1
51427,5666,0
8708,22939,0
25636,57329,0
32228,12168,1
17814,25441,0
11899,9195,1
10200,28351,1
37767,13725,0
15977,19334,1
41773,6536,0
1897,52808,1
41367,48897,1
41429,23865,1
21997,29420,0
18607,2716,1
46994,42574,0
51348,54529,0
42033,4497,0
7782,37406,1
48313,1400,1
44804,25675,0
42422,44558,0
7354,53909,0
51450,1883,1
6554,52903,0
16928,38023,0
43126,54694,1
59410,47882,0
33156,44829,0
20669,27922,0
42910,10299,0
45292,932,0
15717,18500,0
43278,9560,1
30370,52259,0
36919,38743,1
658,35903,0
50150,468,0
35257,15507,0
1242,3492,0
38914,59626,0
12491,59502,0
45156,21275,0
52707,4736,0
16290,29332,0
8430,4892,1
58954,9599,0
57434,26275,0
18205,52548,0
14406,45843,1
9588,38729,0
26643,19609,0
15638,59761,1
49341,8093,0
57820,43384,0
33573,32776,0
43480,48087,1
57064,17476,1
25932,32277,1
50304,32722,0
55593,29328,1
